Original number: 155 current diff number: 0 , quantizated number: 155 , dequantizated number: 155 , decoded number: 155
Original number: 195 current diff number: 27 , quantizated number: 27 , dequantizated number: 27 , decoded number: 31033
Original number: 181 current diff number: 14 , quantizated number: 14 , dequantizated number: 14 , decoded number: 31047
Original number: 104 current diff number: 77 , quantizated number: 77 , dequantizated number: 77 , decoded number: 31124
Original number: 8 current diff number: 96 , quantizated number: 96 , dequantizated number: 96 , decoded number: 31220
Original number: 6 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31222
Original number: 9 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 31225
Original number: 14 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 31230
Original number: 16 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31232
Original number: 13 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 31235
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31235
Original number: 16 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 31238
Original number: 13 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 13 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 31241
Original number: 11 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31243
Original number: 13 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31245
Original number: 17 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 31249
Original number: 22 current diff number: 5 , quantizated number: 5 , dequantizated number: 5 , decoded number: 31254
Original number: 26 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 31258
Original number: 22 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 31262
Original number: 14 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 31270
Original number: 6 current diff number: 8 , quantizated number: 8 , dequantizated number: 8 , decoded number: 31278
Original number: 27 current diff number: 21 , quantizated number: 21 , dequantizated number: 21 , decoded number: 31299
Original number: 0 current diff number: 27 , quantizated number: 27 , dequantizated number: 27 , decoded number: 31326
Original number: 118 current diff number: 118 , quantizated number: 118 , dequantizated number: 118 , decoded number: 31444
Original number: 53 current diff number: 65 , quantizated number: 65 , dequantizated number: 65 , decoded number: 31509
Original number: 8 current diff number: 45 , quantizated number: 45 , dequantizated number: 45 , decoded number: 31554
Original number: 11 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 31557
Original number: 13 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31559
Original number: 15 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31561
Original number: 19 current diff number: 4 , quantizated number: 4 , dequantizated number: 4 , decoded number: 31565
Original number: 18 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 31566
Original number: 0 current diff number: 18 , quantizated number: 18 , dequantizated number: 18 , decoded number: 31584
Original number: 12 current diff number: 12 , quantizated number: 12 , dequantizated number: 12 , decoded number: 31596
Original number: 94 current diff number: 82 , quantizated number: 82 , dequantizated number: 82 , decoded number: 31678
Original number: 148 current diff number: 54 , quantizated number: 54 , dequantizated number: 54 , decoded number: 31732
Original number: 180 current diff number: 32 , quantizated number: 32 , dequantizated number: 32 , decoded number: 31764
Original number: 178 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 31766
Original number: 203 current diff number: 25 , quantizated number: 25 , dequantizated number: 25 , decoded number: 31791
Original number: 94 current diff number: 109 , quantizated number: 109 , dequantizated number: 109 , decoded number: 31900
Original number: 110 current diff number: 16 , quantizated number: 16 , dequantizated number: 16 , decoded number: 31916
Original number: 107 current diff number: 3 , quantizated number: 3 , dequantizated number: 3 , decoded number: 31919
Original number: 98 current diff number: 9 , quantizated number: 9 , dequantizated number: 9 , decoded number: 31928
Original number: 133 current diff number: 35 , quantizated number: 35 , dequantizated number: 35 , decoded number: 31963
Original number: 120 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 31976
Original number: 154 current diff number: 34 , quantizated number: 34 , dequantizated number: 34 , decoded number: 32010
Original number: 35 current diff number: 119 , quantizated number: 119 , dequantizated number: 119 , decoded number: 32129
Original number: 22 current diff number: 13 , quantizated number: 13 , dequantizated number: 13 , decoded number: 32142
Original number: 0 current diff number: 22 , quantizated number: 22 , dequantizated number: 22 , decoded number: 32164
Original number: 0 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32164
Original number: 93 current diff number: 93 , quantizated number: 93 , dequantizated number: 93 , decoded number: 32257
Original number: 177 current diff number: 84 , quantizated number: 84 , dequantizated number: 84 , decoded number: 32341
Original number: 165 current diff number: 12 , quantizated number: 12 , dequantizated number: 12 , decoded number: 32353
Original number: 171 current diff number: 6 , quantizated number: 6 , dequantizated number: 6 , decoded number: 32359
Original number: 169 current diff number: 2 , quantizated number: 2 , dequantizated number: 2 , decoded number: 32361
Original number: 169 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32361
Original number: 169 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32361
Original number: 168 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 32362
Original number: 168 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32362
Original number: 167 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 32363
Original number: 167 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32363
Original number: 167 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32363
Original number: 167 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32363
Original number: 167 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32363
Original number: 166 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 32364
Original number: 166 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32364
Original number: 166 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32364
Original number: 165 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 32365
Original number: 165 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32365
Original number: 165 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32365
Original number: 164 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 32366
Original number: 164 current diff number: 0 , quantizated number: 0 , dequantizated number: 0 , decoded number: 32366
Original number: 163 current diff number: 1 , quantizated number: 1 , dequantizated number: 1 , decoded number: 32367
